station_id;year;month;departure;arrival
101;2022;1;551016;551016
101;2022;2;610430;610430
101;2022;3;712428.5;712428.5
101;2022;4;680537.5;680537.5
101;2022;5;684452.5;684452.5
101;2022;6;665962;665962
101;2021;7;702670.5;702670.5
101;2021;8;586880.5;586880.5
101;2021;9;535039.5;535039.5
101;2021;10;543255;543255
101;2021;11;575172.5;575172.5
101;2021;12;595989;595989
102;2022;1;579184.5;579184.5
102;2022;2;444748.5;444748.5
102;2022;3;497419;497419
102;2022;4;496755;496755
102;2022;5;486931;486931
102;2022;6;458568.5;458568.5
102;2021;7;498953;498953
102;2021;8;635890.5;635890.5
102;2021;9;553406.5;553406.5
102;2021;10;548798.5;548798.5
102;2021;11;557945;557945
102;2021;12;590748;590748
103;2022;1;692005;692005
103;2022;2;506194;506194
103;2022;3;599717.5;599717.5
103;2022;4;574655.5;574655.5
103;2022;5;553856;553856
103;2022;6;536706;536706
103;2021;7;562213;562213
103;2021;8;697758.5;697758.5
103;2021;9;623844.5;623844.5
103;2021;10;630195.5;630195.5
103;2021;11;670190.5;670190.5
103;2021;12;689188;689188
104;2022;1;677763.5;677763.5
104;2022;2;418691.5;418691.5
104;2022;3;513507.5;513507.5
104;2022;4;491489.5;491489.5
104;2022;5;484126.5;484126.5
104;2022;6;474675;474675
104;2021;7;494284;494284
104;2021;8;685251;685251
104;2021;9;626248;626248
104;2021;10;617610.5;617610.5
104;2021;11;647408.5;647408.5
104;2021;12;663910;663910
105;2022;1;1054433;1054433
105;2022;2;806568.5;806568.5
105;2022;3;945820.5;945820.5
105;2022;4;941714;941714
105;2022;5;922740.5;922740.5
105;2022;6;934948.5;934948.5
105;2021;7;1013038.5;1013038.5
105;2021;8;1221728.5;1221728.5
105;2021;9;1055193;1055193
105;2021;10;1056025;1056025
105;2021;11;1115730;1115730
105;2021;12;1153459;1153459
106;2022;1;508160;508160
106;2022;2;376150.5;376150.5
106;2022;3;429911.5;429911.5
106;2022;4;414853.5;414853.5
106;2022;5;406102;406102
106;2022;6;406249;406249
106;2021;7;436870.5;436870.5
106;2021;8;525790.5;525790.5
106;2021;9;492269;492269
106;2021;10;494996.5;494996.5
106;2021;11;530127;530127
106;2021;12;542178.5;542178.5
107;2022;1;472271;472271
107;2022;2;328460.5;328460.5
107;2022;3;428500;428500
107;2022;4;418718.5;418718.5
107;2022;5;370298.5;370298.5
107;2022;6;362280.5;362280.5
107;2021;7;391264;391264
107;2021;8;499226;499226
107;2021;9;446646;446646
107;2021;10;443931;443931
107;2021;11;466053.5;466053.5
107;2021;12;485906.5;485906.5
108;2022;1;590868.5;590868.5
108;2022;2;487738;487738
108;2022;3;562117.5;562117.5
108;2022;4;575551.5;575551.5
108;2022;5;522014;522014
108;2022;6;546616.5;546616.5
108;2021;7;691714.5;691714.5
108;2021;8;936143.5;936143.5
108;2021;9;590897;590897
108;2021;10;635436.5;635436.5
108;2021;11;607658.5;607658.5
108;2021;12;613959.5;613959.5
109;2022;1;510734;510734
109;2022;2;441592;441592
109;2022;3;528482.5;528482.5
109;2022;4;492058.5;492058.5
109;2022;5;455898;455898
109;2022;6;443271;443271
109;2021;7;456695.5;456695.5
109;2021;8;509277;509277
109;2021;9;472677.5;472677.5
109;2021;10;479718;479718
109;2021;11;542378.5;542378.5
109;2021;12;528745;528745
110;2022;1;633372.5;633372.5
110;2022;2;457299;457299
110;2022;3;530878.5;530878.5
110;2022;4;496062.5;496062.5
110;2022;5;488133.5;488133.5
110;2022;6;476612;476612
110;2021;7;509877;509877
110;2021;8;640814;640814
110;2021;9;586398;586398
110;2021;10;577775.5;577775.5
110;2021;11;629091.5;629091.5
110;2021;12;663913.5;663913.5
111;2022;1;922374;922374
111;2022;2;605685;605685
111;2022;3;696852;696852
111;2022;4;635214;635214
111;2022;5;633222.5;633222.5
111;2022;6;626735.5;626735.5
111;2021;7;670212.5;670212.5
111;2021;8;915234;915234
111;2021;9;807674.5;807674.5
111;2021;10;794401.5;794401.5
111;2021;11;875992.5;875992.5
111;2021;12;944679.5;944679.5
112;2022;1;2142756.5;2142756.5
112;2022;2;1363519.5;1363519.5
112;2022;3;1458211;1458211
112;2022;4;1537108;1537108
112;2022;5;1434065;1434065
112;2022;6;1403024.5;1403024.5
112;2021;7;1606409;1606409
112;2021;8;2073366.5;2073366.5
112;2021;9;1666421;1666421
112;2021;10;2305181;2305181
112;2021;11;1848108;1848108
112;2021;12;1932338.5;1932338.5
113;2022;1;362234;362234
113;2022;2;377635.5;377635.5
113;2022;3;325099;325099
113;2022;4;484477;484477
113;2022;5;342424;342424
113;2022;6;373201.5;373201.5
113;2021;7;558753.5;558753.5
113;2021;8;819213;819213
113;2021;9;358338;358338
113;2021;10;438414;438414
113;2021;11;418362.5;418362.5
113;2021;12;373556.5;373556.5
114;2022;1;770086.5;770086.5
114;2022;2;904447;904447
114;2022;3;819866.5;819866.5
114;2022;4;960456;960456
114;2022;5;866314;866314
114;2022;6;1032752;1032752
114;2021;7;1508708.5;1508708.5
114;2021;8;1706317;1706317
114;2021;9;670229.5;670229.5
114;2021;10;835244;835244
114;2021;11;734954.5;734954.5
114;2021;12;620396;620396
115;2022;1;1077530;1077530
115;2022;2;908916.5;908916.5
115;2022;3;878736.5;878736.5
115;2022;4;1190485;1190485
115;2022;5;1129491;1129491
115;2022;6;948615.5;948615.5
115;2021;7;1340447.5;1340447.5
115;2021;8;1556109.5;1556109.5
115;2021;9;919289.5;919289.5
115;2021;10;862193;862193
115;2021;11;959061;959061
115;2021;12;990813;990813
116;2022;1;1036188.5;1036188.5
116;2022;2;709863.5;709863.5
116;2022;3;812319.5;812319.5
116;2022;4;763055;763055
116;2022;5;740776;740776
116;2022;6;745235;745235
116;2021;7;817239.5;817239.5
116;2021;8;1060273;1060273
116;2021;9;875801;875801
116;2021;10;1372329.5;1372329.5
116;2021;11;989746;989746
116;2021;12;1033094.5;1033094.5
117;2022;1;801086.5;801086.5
117;2022;2;583125;583125
117;2022;3;669683.5;669683.5
117;2022;4;634782;634782
117;2022;5;627443;627443
117;2022;6;643635.5;643635.5
117;2021;7;696967.5;696967.5
117;2021;8;842503;842503
117;2021;9;688746.5;688746.5
117;2021;10;720755.5;720755.5
117;2021;11;773959;773959
117;2021;12;802665;802665
118;2022;1;832778;832778
118;2022;2;591540;591540
118;2022;3;664858.5;664858.5
118;2022;4;633034.5;633034.5
118;2022;5;628205.5;628205.5
118;2022;6;648099;648099
118;2021;7;694915;694915
118;2021;8;869994.5;869994.5
118;2021;9;748241;748241
118;2021;10;752312;752312
118;2021;11;814839.5;814839.5
118;2021;12;852265;852265
119;2022;1;1993756.5;1993756.5
119;2022;2;1704718.5;1704718.5
119;2022;3;1905865.5;1905865.5
119;2022;4;1833441;1833441
119;2022;5;1789014;1789014
119;2022;6;1804924.5;1804924.5
119;2021;7;1968894.5;1968894.5
119;2021;8;2096383.5;2096383.5
119;2021;9;1785714;1785714
119;2021;10;1796661;1796661
119;2021;11;1945834.5;1945834.5
119;2021;12;2006034.5;2006034.5
120;2022;1;1986071;1986071
120;2022;2;1450619.5;1450619.5
120;2022;3;1644584.5;1644584.5
120;2022;4;1597156;1597156
120;2022;5;1544484;1544484
120;2022;6;1533871;1533871
120;2021;7;1628951;1628951
120;2021;8;2059218.5;2059218.5
120;2021;9;1759345;1759345
120;2021;10;1801677.5;1801677.5
120;2021;11;1935577;1935577
120;2021;12;2033453;2033453
121;2022;1;509169.5;509169.5
121;2022;2;509169.5;509169.5
121;2022;3;577002;577002
121;2022;4;552388;552388
121;2022;5;539528.5;539528.5
121;2022;6;529560;529560
121;2021;7;550137.5;550137.5
121;2021;8;550137.5;550137.5
121;2021;9;550137.5;550137.5
121;2021;10;550137.5;550137.5
121;2021;11;550137.5;550137.5
121;2021;12;550137.5;550137.5
122;2022;1;668087;668087
122;2022;2;668087;668087
122;2022;3;758908;758908
122;2022;4;704881.5;704881.5
122;2022;5;700344;700344
122;2022;6;685349;685349
122;2021;7;712330.5;712330.5
122;2021;8;712330.5;712330.5
122;2021;9;712330.5;712330.5
122;2021;10;712330.5;712330.5
122;2021;11;712330.5;712330.5
122;2021;12;712330.5;712330.5
123;2022;1;287661.5;287661.5
123;2022;2;279940.5;279940.5
123;2022;3;340141.5;340141.5
123;2022;4;320991;320991
123;2022;5;320841;320841
123;2022;6;315768.5;315768.5
123;2021;7;330397.5;330397.5
123;2021;8;316657;316657
123;2021;9;300489.5;300489.5
123;2021;10;291637;291637
123;2021;11;311523;311523
123;2021;12;321284.5;321284.5
124;2022;1;469965.5;469965.5
124;2022;2;475718.5;475718.5
124;2022;3;618817;618817
124;2022;4;601279;601279
124;2022;5;584571.5;584571.5
124;2022;6;584145.5;584145.5
124;2021;7;574576.5;574576.5
124;2021;8;494771.5;494771.5
124;2021;9;484252;484252
124;2021;10;481279;481279
124;2021;11;516926;516926
124;2021;12;517708;517708
125;2022;1;584980;584980
125;2022;2;457431.5;457431.5
125;2022;3;531748.5;531748.5
125;2022;4;503498;503498
125;2022;5;495525.5;495525.5
125;2022;6;485233;485233
125;2021;7;512899;512899
125;2021;8;591313.5;591313.5
125;2021;9;531914.5;531914.5
125;2021;10;520174;520174
125;2021;11;551194.5;551194.5
125;2021;12;563881.5;563881.5
126;2022;1;380448;380448
126;2022;2;350121;350121
126;2022;3;407474.5;407474.5
126;2022;4;389112.5;389112.5
126;2022;5;385316;385316
126;2022;6;374534;374534
126;2021;7;394035.5;394035.5
126;2021;8;375346.5;375346.5
126;2021;9;335798;335798
126;2021;10;335536;335536
126;2021;11;353209;353209
126;2021;12;358170.5;358170.5
127;2022;1;140862;140862
127;2022;2;134605.5;134605.5
127;2022;3;155332;155332
127;2022;4;147963.5;147963.5
127;2022;5;147366;147366
127;2022;6;144366.5;144366.5
127;2021;7;150472.5;150472.5
127;2021;8;140134.5;140134.5
127;2021;9;126453;126453
127;2021;10;124084;124084
127;2021;11;131918.5;131918.5
127;2021;12;135736;135736
128;2022;1;575707;575707
128;2022;2;550783.5;550783.5
128;2022;3;634259;634259
128;2022;4;611961;611961
128;2022;5;602071.5;602071.5
128;2022;6;587426;587426
128;2021;7;620863.5;620863.5
128;2021;8;614524;614524
128;2021;9;553797.5;553797.5
128;2021;10;553038.5;553038.5
128;2021;11;563262.5;563262.5
128;2021;12;570668.5;570668.5
129;2022;1;347213;347213
129;2022;2;311367.5;311367.5
129;2022;3;355851.5;355851.5
129;2022;4;336445;336445
129;2022;5;339084.5;339084.5
129;2022;6;333534;333534
129;2021;7;348788;348788
129;2021;8;347424.5;347424.5
129;2021;9;316827;316827
129;2021;10;483013;483013
129;2021;11;388231.5;388231.5
129;2021;12;341109.5;341109.5
130;2022;1;363978.5;363978.5
130;2022;2;300605.5;300605.5
130;2022;3;336407.5;336407.5
130;2022;4;323300.5;323300.5
130;2022;5;320257;320257
130;2022;6;321270;321270
130;2021;7;339273;339273
130;2021;8;394332;394332
130;2021;9;353591;353591
130;2021;10;279173;279173
130;2021;11;324969;324969
130;2021;12;359346;359346
131;2022;1;536830.5;536830.5
131;2022;2;422686;422686
131;2022;3;479193;479193
131;2022;4;459474.5;459474.5
131;2022;5;460322.5;460322.5
131;2022;6;455793;455793
131;2021;7;477699;477699
131;2021;8;564707;564707
131;2021;9;510366;510366
131;2021;10;399967.5;399967.5
131;2021;11;486530;486530
131;2021;12;533702.5;533702.5
132;2022;1;263875;263875
132;2022;2;187198.5;187198.5
132;2022;3;209517;209517
132;2022;4;199491;199491
132;2022;5;200612;200612
132;2022;6;203220.5;203220.5
132;2021;7;217730;217730
132;2021;8;305741;305741
132;2021;9;273533.5;273533.5
132;2021;10;213275;213275
132;2021;11;253115.5;253115.5
132;2021;12;268899.5;268899.5
133;2022;1;514654.5;514654.5
133;2022;2;339660;339660
133;2022;3;380978;380978
133;2022;4;369437.5;369437.5
133;2022;5;374344.5;374344.5
133;2022;6;362564.5;362564.5
133;2021;7;393399;393399
133;2021;8;546082.5;546082.5
133;2021;9;497744;497744
133;2021;10;398365;398365
133;2021;11;451611;451611
133;2021;12;501063;501063
134;2022;1;0;0
134;2022;2;0;0
134;2022;3;0;0
134;2022;4;0;0
134;2022;5;0;0
134;2022;6;0;0
134;2021;7;0;0
134;2021;8;0;0
134;2021;9;0;0
134;2021;10;0;0
134;2021;11;0;0
134;2021;12;0;0
135;2022;1;0;0
135;2022;2;0;0
135;2022;3;0;0
135;2022;4;0;0
135;2022;5;0;0
135;2022;6;0;0
135;2021;7;0;0
135;2021;8;0;0
135;2021;9;0;0
135;2021;10;0;0
135;2021;11;0;0
135;2021;12;0;0
201;2022;1;1945239.5;1945239.5
201;2022;2;1233617;1233617
201;2022;3;1372027.5;1372027.5
201;2022;4;1297514.5;1297514.5
201;2022;5;1283461.5;1283461.5
201;2022;6;1270910;1270910
201;2021;7;1339303.5;1339303.5
201;2021;8;2021455.5;2021455.5
201;2021;9;1823038;1823038
201;2021;10;1828497.5;1828497.5
201;2021;11;1861914.5;1861914.5
201;2021;12;1925874.5;1925874.5
202;2022;1;897739.5;897739.5
202;2022;2;574950;574950
202;2022;3;667160.5;667160.5
202;2022;4;649316.5;649316.5
202;2022;5;645059;645059
202;2022;6;670797;670797
202;2021;7;708666;708666
202;2021;8;925687.5;925687.5
202;2021;9;790302;790302
202;2021;10;803186.5;803186.5
202;2021;11;873546.5;873546.5
202;2021;12;908038;908038
203;2022;1;1809768;1809768
203;2022;2;1302764;1302764
203;2022;3;1491725;1491725
203;2022;4;1390229.5;1390229.5
203;2022;5;1371384;1371384
203;2022;6;1386343.5;1386343.5
203;2021;7;1441616.5;1441616.5
203;2021;8;1808898.5;1808898.5
203;2021;9;1671398.5;1671398.5
203;2021;10;1592169;1592169
203;2021;11;1751675.5;1751675.5
203;2021;12;1833853.5;1833853.5
205;2022;1;2039025.5;2039025.5
205;2022;2;1067154;1067154
205;2022;3;1056308;1056308
205;2022;4;1310237.5;1310237.5
205;2022;5;1318497.5;1318497.5
205;2022;6;1363167.5;1363167.5
205;2021;7;1566658.5;1566658.5
205;2021;8;2689720.5;2689720.5
205;2021;9;2037576;2037576
205;2021;10;2116989.5;2116989.5
205;2021;11;1762409;1762409
205;2021;12;1732523;1732523
206;2022;1;1432864;1432864
206;2022;2;959354;959354
206;2022;3;1050616.5;1050616.5
206;2022;4;1036594;1036594
206;2022;5;1003063;1003063
206;2022;6;1006437;1006437
206;2021;7;1143327;1143327
206;2021;8;1586800;1586800
206;2021;9;1260249.5;1260249.5
206;2021;10;1395361;1395361
206;2021;11;1383642.5;1383642.5
206;2021;12;1424950.5;1424950.5
207;2022;1;691379.5;691379.5
207;2022;2;809804;809804
207;2022;3;654720.5;654720.5
207;2022;4;842083.5;842083.5
207;2022;5;676440.5;676440.5
207;2022;6;890286.5;890286.5
207;2021;7;1332656.5;1332656.5
207;2021;8;1184549;1184549
207;2021;9;525164.5;525164.5
207;2021;10;587022;587022
207;2021;11;626310.5;626310.5
207;2021;12;583327;583327
208;2022;1;304948;304948
208;2022;2;225241;225241
208;2022;3;256022;256022
208;2022;4;275086.5;275086.5
208;2022;5;268515.5;268515.5
208;2022;6;234376;234376
208;2021;7;241032;241032
208;2021;8;286603;286603
208;2021;9;298905.5;298905.5
208;2021;10;404122.5;404122.5
208;2021;11;291253.5;291253.5
208;2021;12;303480;303480
209;2022;1;608818;608818
209;2022;2;486637.5;486637.5
209;2022;3;572247;572247
209;2022;4;540003.5;540003.5
209;2022;5;531939;531939
209;2022;6;531653;531653
209;2021;7;548639.5;548639.5
209;2021;8;647106;647106
209;2021;9;576511.5;576511.5
209;2021;10;619280.5;619280.5
209;2021;11;627627;627627
209;2021;12;647660.5;647660.5
210;2022;1;768570;768570
210;2022;2;432372;432372
210;2022;3;509600;509600
210;2022;4;469298;469298
210;2022;5;462630;462630
210;2022;6;457405.5;457405.5
210;2021;7;464563.5;464563.5
210;2021;8;740211;740211
210;2021;9;701709.5;701709.5
210;2021;10;675145;675145
210;2021;11;724867;724867
210;2021;12;752309.5;752309.5
212;2022;1;1047425;1047425
212;2022;2;759484;759484
212;2022;3;869216;869216
212;2022;4;793584;793584
212;2022;5;782876;782876
212;2022;6;774509;774509
212;2021;7;824645.5;824645.5
212;2021;8;1034697.5;1034697.5
212;2021;9;949270;949270
212;2021;10;932006.5;932006.5
212;2021;11;1027352;1027352
212;2021;12;1083759.5;1083759.5
213;2022;1;659187.5;659187.5
213;2022;2;533356;533356
213;2022;3;631095.5;631095.5
213;2022;4;588205.5;588205.5
213;2022;5;589329;589329
213;2022;6;585428.5;585428.5
213;2021;7;594514.5;594514.5
213;2021;8;677982.5;677982.5
213;2021;9;638595;638595
213;2021;10;624552;624552
213;2021;11;676045.5;676045.5
213;2021;12;707589.5;707589.5
214;2022;1;2224161.5;2224161.5
214;2022;2;2224161.5;2224161.5
214;2022;3;2440180.5;2440180.5
214;2022;4;2436941;2436941
214;2022;5;2395564;2395564
214;2022;6;2372433;2372433
214;2021;7;2538767;2538767
214;2021;8;2538767;2538767
214;2021;9;2538767;2538767
214;2021;10;2538767;2538767
214;2021;11;2538767;2538767
214;2021;12;2538767;2538767
215;2022;1;1226618;1226618
215;2022;2;822405;822405
215;2022;3;970521;970521
215;2022;4;971271.5;971271.5
215;2022;5;936078.5;936078.5
215;2022;6;925414.5;925414.5
215;2021;7;1028304.5;1028304.5
215;2021;8;1383531.5;1383531.5
215;2021;9;1193380;1193380
215;2021;10;1208056.5;1208056.5
215;2021;11;1206043.5;1206043.5
215;2021;12;1214500;1214500
216;2022;1;516665;516665
216;2022;2;451926;451926
216;2022;3;497559;497559
216;2022;4;506777.5;506777.5
216;2022;5;500555;500555
216;2022;6;466251;466251
216;2021;7;492166.5;492166.5
216;2021;8;522885.5;522885.5
216;2021;9;476078.5;476078.5
216;2021;10;490618;490618
216;2021;11;492814;492814
216;2021;12;506425.5;506425.5
217;2022;1;422197;422197
217;2022;2;312504.5;312504.5
217;2022;3;353872;353872
217;2022;4;343622;343622
217;2022;5;333305;333305
217;2022;6;327053;327053
217;2021;7;337174.5;337174.5
217;2021;8;441348.5;441348.5
217;2021;9;404324.5;404324.5
217;2021;10;402424;402424
217;2021;11;426949;426949
217;2021;12;440056;440056
218;2022;1;802027;802027
218;2022;2;742934.5;742934.5
218;2022;3;802951;802951
218;2022;4;801777.5;801777.5
218;2022;5;750826;750826
218;2022;6;748898.5;748898.5
218;2021;7;830438;830438
218;2021;8;866036.5;866036.5
218;2021;9;758343;758343
218;2021;10;750923;750923
218;2021;11;789038;789038
218;2021;12;775809;775809
501;2022;1;1437632;1437632
501;2022;2;1041685;1041685
501;2022;3;1207977.5;1207977.5
501;2022;4;1148495.5;1148495.5
501;2022;5;1150767;1150767
501;2022;6;1135893;1135893
501;2021;7;1182884;1182884
501;2021;8;1541035;1541035
501;2021;9;1435936.5;1435936.5
501;2021;10;1422461.5;1422461.5
501;2021;11;1496940.5;1496940.5
501;2021;12;1521841;1521841
502;2022;1;684256.5;684256.5
502;2022;2;425833.5;425833.5
502;2022;3;483716;483716
502;2022;4;475703.5;475703.5
502;2022;5;469173;469173
502;2022;6;459678.5;459678.5
502;2021;7;484566;484566
502;2021;8;703956;703956
502;2021;9;630313.5;630313.5
502;2021;10;631196.5;631196.5
502;2021;11;644465.5;644465.5
502;2021;12;656435.5;656435.5
503;2022;1;716033.5;716033.5
503;2022;2;550957;550957
503;2022;3;629123;629123
503;2022;4;613825;613825
503;2022;5;599550;599550
503;2022;6;593593;593593
503;2021;7;630108.5;630108.5
503;2021;8;749683.5;749683.5
503;2021;9;698959.5;698959.5
503;2021;10;701592.5;701592.5
503;2021;11;735197;735197
503;2021;12;755659;755659
504;2022;1;439711.5;439711.5
504;2022;2;374223.5;374223.5
504;2022;3;428192;428192
504;2022;4;476436.5;476436.5
504;2022;5;426006;426006
504;2022;6;425869.5;425869.5
504;2021;7;592451.5;592451.5
504;2021;8;645279.5;645279.5
504;2021;9;465895.5;465895.5
504;2021;10;547417.5;547417.5
504;2021;11;441778;441778
504;2021;12;413726.5;413726.5
505;2022;1;555337;555337
505;2022;2;409998.5;409998.5
505;2022;3;459383;459383
505;2022;4;446841.5;446841.5
505;2022;5;433171;433171
505;2022;6;424884.5;424884.5
505;2021;7;449848;449848
505;2021;8;586996;586996
505;2021;9;560734.5;560734.5
505;2021;10;552442.5;552442.5
505;2021;11;561790.5;561790.5
505;2021;12;572973;572973
508;2022;1;738141;738141
508;2022;2;473840;473840
508;2022;3;539343.5;539343.5
508;2022;4;525313.5;525313.5
508;2022;5;510256.5;510256.5
508;2022;6;514531;514531
508;2021;7;561624.5;561624.5
508;2021;8;799410.5;799410.5
508;2021;9;696948;696948
508;2021;10;780410.5;780410.5
508;2021;11;747432;747432
508;2021;12;786290;786290
509;2022;1;585671;585671
509;2022;2;378408.5;378408.5
509;2022;3;429875;429875
509;2022;4;430716;430716
509;2022;5;422222;422222
509;2022;6;423606.5;423606.5
509;2021;7;439580.5;439580.5
509;2021;8;611479.5;611479.5
509;2021;9;556669;556669
509;2021;10;589554;589554
509;2021;11;591853.5;591853.5
509;2021;12;610180.5;610180.5
510;2022;1;298080.5;298080.5
510;2022;2;221090.5;221090.5
510;2022;3;254338.5;254338.5
510;2022;4;245013.5;245013.5
510;2022;5;233624.5;233624.5
510;2022;6;230107.5;230107.5
510;2021;7;240729;240729
510;2021;8;291542.5;291542.5
510;2021;9;279237.5;279237.5
510;2021;10;271639;271639
510;2021;11;289913.5;289913.5
510;2021;12;298435;298435
511;2022;1;466920;466920
511;2022;2;463841.5;463841.5
511;2022;3;483495.5;483495.5
511;2022;4;491584;491584
511;2022;5;468433.5;468433.5
511;2022;6;469845.5;469845.5
511;2021;7;497582.5;497582.5
511;2021;8;472732.5;472732.5
511;2021;9;419625;419625
511;2021;10;429506.5;429506.5
511;2021;11;437813.5;437813.5
511;2021;12;449311;449311
513;2022;1;507367;507367
513;2022;2;423494;423494
513;2022;3;480197.5;480197.5
513;2022;4;462691.5;462691.5
513;2022;5;452068.5;452068.5
513;2022;6;448650;448650
513;2021;7;471547.5;471547.5
513;2021;8;517194;517194
513;2021;9;497026;497026
513;2021;10;495988.5;495988.5
513;2021;11;535206;535206
513;2021;12;546083.5;546083.5
514;2022;1;616477.5;616477.5
514;2022;2;456119.5;456119.5
514;2022;3;521781.5;521781.5
514;2022;4;486250;486250
514;2022;5;470346;470346
514;2022;6;476699;476699
514;2021;7;485379;485379
514;2021;8;612659.5;612659.5
514;2021;9;585358.5;585358.5
514;2021;10;578700;578700
